Mods count: 209
 
                               jar name                                 | notes |             mod id             |             mod name             |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
flightaffinity-1.3.0+mc1.20.1-forge.jar                                 |       | flightaffinity                 | Flight Affinity                  | 1.3.0                        | flightaffinity.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 1730e0f6b0737010c88fe619b387099beb5fad36 | 2244945788     
FluxNetworks-1.20.1-7.2.1.15.jar                                        |       | fluxnetworks                   | Flux Networks                    | 7.2.1.15                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 65cea2d3da2a6d6fd274ef1dad37a516466be22c | 1230147309     
forgivingvoid-forge-1.20.1-10.0.3.jar                                   |       | forgivingvoid                  | Forgiving Void                   | 10.0.3                       | forgivingvoid.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | f5a37657eabf996da59b1caa07e8c9611ea90eeb | 2930732831     
FpsReducer2-forge-1.20.1-2.5.1.jar                                      |       | fpsreducer                     | FPS Reducer                      | 1.20.1-2.5.1                 | fpsreducer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 4920a2e1d17090007179a568181624847fba0993 | 4111825473     
FramedBlocks-9.4.3.jar                                                  |       | framedblocks                   | FramedBlocks                     | 9.4.3                        | framedblocks.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 740c0feaab75455f32df7e137389f77c83fb490c | 380347176      
    /META-INF/jarjar/caffeine-3.2.1.jar                                 |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
ftb-chunks-forge-2001.3.7.jar                                           |       | ftbchunks                      | FTB Chunks                       | 2001.3.7                     | ftbchunks-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | ad905a6efcd0569bd8f4cc8e38889671b4bfc6a9 | 1101626961     
ftb-essentials-forge-2001.2.4.jar                                       |       | ftbessentials                  | FTB Essentials                   | 2001.2.4                     | ftbessentials-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 4f898578e3cc321397dbc59a0c44e2927000bd32 | 3908435669     
ftb-library-forge-2001.2.12.jar                                         |       | ftblibrary                     | FTB Library                      | 2001.2.12                    | ftblibrary-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 7f36ec4af42ad1d69872c58022e93a9d1b9c82b7 | 3807919150     
ftb-quests-forge-2001.4.22.jar                                          |       | ftbquests                      | FTB Quests                       | 2001.4.22                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 70f3bd771ab3b5921ce1ff5f14166fab694ca1aa | 1456505092     
ftb-teams-forge-2001.3.2.jar                                            |       | ftbteams                       | FTB Teams                        | 2001.3.2                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c49023f5d471aa1ba7fc624d2565fe9e82b7117e | 816412664      
ftb-ultimine-forge-2001.1.8.jar                                         |       | ftbultimine                    | FTB Ultimine                     | 2001.1.8                     | ftbultimine-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | c2a1eb72c36ad067faafbff4e1618c4db906de74 | 2864440224     
ftb-xmod-compat-forge-2.1.3.jar                                         |       | ftbxmodcompat                  | FTB XMod Compat                  | 2.1.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 0584f628d2bc6a612d79dee368324357ebae1423 | 2853914731     
ftbbackups2-forge-1.20-1.0.23.jar                                       |       | ftbbackups2                    | FTB Backups 2                    | 1.0.23                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 4b100de40338247a3fbf4d1fd1846257c5338189 | 2646303899     
ftbquestsfreezefix-forge-1.0.0-1.20.1.jar                               |       | ftbquestsfreezefix             | FTB Quests Freeze Fix            | 1.0.0                        | mixins.ftbquestsfreezefix.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | f025cc4528288871ff5dd13c5ac0b0900c1a1ae0 | 3034467947     
functionalstorage-1.20.1-1.2.13.jar                                     |       | functionalstorage              | Functional Storage               | 1.20.1-1.2.13                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 052a7a94e46dbad7955a316f496a187764ae46f0 | 3224411910     
fusion-1.2.12-forge-mc1.20.1.jar                                        |       | fusion                         | Fusion                           | 1.2.12                       | fusion.mixins.json, fusion.mixins.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                                | ec5c8a552493297842543140fed1b0a327c217f4 | 1574254045     
GameStages-Forge-1.20.1-15.0.2.jar                                      |       | gamestages                     | GameStages                       | 15.0.2                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | e17306593188b9fd16170a9dc47a8e0051a9f1e7 | 1801538787     
geckolib-forge-1.20.1-4.8.3.jar                                         |       | geckolib                       | GeckoLib 4                       | 4.8.3                        | geckolib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 5428765c6c2e2135da6ee01f2f0478fa0db6aee7 | 4092514766     
    /META-INF/jarjar/mclib-20.jar                                       |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
Glodium-1.20-1.5-forge.jar                                              |       | glodium                        | Glodium                          | 1.20-1.5-forge               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c7534db3248adfcf39a6158b423dfc9bfc99a378 | 3834018600     
gravestone-forge-1.20.1-1.0.35.jar                                      |       | gravestone                     | Gravestone Mod                   | 1.20.1-1.0.35                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a5592ab84eae317907e5003f590cc4a8ba9cbe49 | 2455614585     
growablecells-1.20.1-5.0.1.jar                                          |       | growablecells                  | Growable Cells                   | 1.20.1-5.0.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 08e29b14a5a9c7d66e9fd59899d7c852f3c18397 | 2088226733     
gtceu-st-1.20.1-1.7.0b.jar                                              |       | gtceu                          | GregTech CEu Modern - StarT Fork | 1.7.0b                       | gtceu.mixins.json, assets/gtceu/blockstates/reaction_safe_mixing_casing.json, assets/gtceu/models/block/reaction_safe_mixing_casing.json, assets/gtceu/models/item/reaction_safe_mixing_casing.json                                                                                                                                                                                                                                                                                          | 3649a272502bedee22806a3acd5a92d3214487e4 | 3821157649     
    /META-INF/jarjar/Registrate-MC1.20-1.3.11.jar                       |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/configuration-forge-1.20.1-2.2.0.jar               |       | configuration                  | Configuration                    | 2.2.0                        | configuration.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
    /META-INF/jarjar/ldlib-forge-1.20.1-1.0.40.b.jar                    |       | ldlib                          | LowDragLib                       | 1.0.40.b                     | ldlib-common.mixins.json, ldlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
guideme-20.1.14.jar                                                     |       | guideme                        | GuideME                          | 20.1.14                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 57d883148f04989128505a1bd8919629440f714f | 768472251      
HammerLib-1.20.1-20.1.50.jar                                            |       | hammerlib                      | HammerLib                        | 20.1.50                      | mixins.hammerlib.refmap.json, mixins.hammerlib.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 8cd108a78702b271ed62559286f7d7d4b3980e03 | 2014410536     
immersive_optimization-forge-1.20.1-0.1.5.jar                           |       | immersive_optimization         | Immersive Optimization           | 0.1.5                        | immersive_optimization.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 458663f205465f0768cfe4c4b7971b1404da7cf4 | 2988970987     
inventoryessentials-forge-1.20.1-8.2.16.jar                             |       | inventoryessentials            | Inventory Essentials             | 8.2.16                       | inventoryessentials.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | bd67ceb3735b18741b9fb878b1b8ec8feb135759 | 2035107008     
inventorysorter-1.20.1-23.0.11.jar                                      |       | inventorysorter                | Simple Inventory Sorter          | 23.0.11                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | fe77bda0f98df034f00ecdcb9537b31bf3800477 | 3106343048     
ironchests-5.0.2-forge.jar                                              |       | ironchests                     | Iron Chests: Restocked           | 5.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 610aa09a1d83253db6bf32f6b12c84d446fa99b6 | 1826155649     
    /META-INF/jars/resourcefullib-forge-1.20-2.0.6.jar                  |       | resourcefullib                 | Resourceful Lib                  | 2.0.6                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/yabn-1.0.3.jar                                   |       | com_teamresourceful_yabn       | yabn                             | 1.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
ironcoals-4.1.6.jar                                                     |       | ironcoals                      | Iron Coals                       | 4.1.6                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 9b6399a8080b0100bcba73fea00886065fe0ecb6 | 1149597914     
ironfurnaces-1.20.1-4.1.6.jar                                           |       | ironfurnaces                   | Iron Furnaces                    | 4.1.6                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | ce28ca1679c9c353b8e4391b45499f16b19b6648 | 2641022404     
IronJetpacks-1.20.1-7.0.9.jar                                           |       | ironjetpacks                   | Iron Jetpacks                    | 7.0.9                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2de74171c530dc3987c0708855a337b0282c014d | 3733822222     
item-filters-forge-2001.1.0-build.59.jar                                |       | itemfilters                    | Item Filters                     | 2001.1.0-build.59            | itemfilters-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 55a7f032c59489eca96069a7841601de2ff97590 | 3667785910     
itemcollectors-1.1.12-forge-mc1.20.2.jar                                |       | itemcollectors                 | Item Collectors                  | 1.1.12                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 70470fe35c4e8b129f2032960e5c3724d610dfa2 | 3245112759     
jackfullbright-forge-1.20.1-1.0.0.jar                                   |       | jackfullbright                 | Jack's Fullbright                | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 98099f232913ce4cab3c4ce0e969b5310451dba0 | 3115533930     
Jade-1.20.1-Forge-11.13.2.jar                                           |       | jade                           | Jade                             | 11.13.2+forge                | jade.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 1997e5fe2db3a0575ca79bfe4720019f01fd2b8c | 305733389      
jei-1.20.1-forge-15.20.0.130.jar                                        |       | jei                            | Just Enough Items                | 15.20.0.130                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1c51bf6df51ffbb1c5efe23780a7a3d053421f34 | 2836928893     
Jet-Boots-1.20.1-1.2.6.jar                                              |       | jetboots                       | Jet Boots                        | 1.2.6                        | jetboots.mixins.json, mixins.jetboots.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                            | 1710fe41aeba63b68e74b01246c78f043493d086 | 2702620894     
komaru-cat-1.0-SNAPSHOT.jar                                             |       | komarumod                      | Komaru Cat                       | 1.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cafecd232e56d7e5139ae32d643a2a56fdb108d9 | 3969052819     
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                 |       | konkrete                       | Konkrete                         | 1.8.0                        | konkrete.mixin-refmap.json, konkrete.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2019d821bed9071daabed43979433a5473ceee49 | 3537653842     
kotlinforforge-4.12.0-all.jar                                           |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 962fdb760409d6d71cbf079235f1ca94e3863a22 | 2392977662     
    /META-INF/jarjar/kfflang-4.12.0.jar                                 |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kfflib-4.12.0.jar                                  |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kffmod-4.12.0.jar                                  |       | kotlinforforge                 | Kotlin For Forge                 | 4.12.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
kubejs-create-forge-2001.3.0-build.8.jar                                |       | kubejs_create                  | KubeJS Create                    | 2001.3.0-build.8             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cbeb6643d1cea979a7e01c87cfb08b9210a1c393 | 1559520977     
kubejs-forge-2001.6.5-build.26.jar                                      |       | kubejs                         | KubeJS                           | 2001.6.5-build.26            | kubejs-common.mixins.json, kubejs-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 8b0cc9797d4ed00fd2d1002d58960af8b32012ae | 2994552797     
kubejs-thermal-2001.1.10-build.5.jar                                    |       | kubejs_thermal                 | KubeJS Thermal                   | 2001.1.10-build.5            | kubejs-thermal.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | b18e0b08daf4f2d83af0439448b61d2a036e604a | 3313094862     
laserio-uel-1.5.0.jar                                                   |       | laserio                        | LaserIO UEL                      | 1.5.0                        | laserio.mixin-refmap.json, laserio.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                               | 1bc52bd6a94164b2558f2017bd5b4a78cef1725e | 4042807995     
ldlib-forge-1.20.1-1.0.50.jar                                           |       | ldlib                          | LowDragLib                       | 1.0.50                       | ldlib-common.mixins.json, ldlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 9129ee32e9966d757f3f66eed92d98b07264f22e | 4068822016     
LibX-1.20.1-5.0.12.jar                                                  |       | libx                           | LibX                             | 1.20.1-5.0.12                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cbf1d3c63bda4a5e2e8fff8feffa3c7fd38f5acc | 63366263       
lmft-1.0.4+1.20.1-forge.jar                                             |       | lmft                           | Load My F***ing Tags             | 1.0.4+1.20.1                 | lmft.mixins.json, lmft-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | e44a12eb51813b16faaab89b8073ec63c746c1b0 | 1956694745     
lootjs-forge-1.20.1-2.13.1.jar                                          |       | lootjs                         | LootJS                           | 1.20.1-2.13.1                | lootjs-forge.mixins.json, lootjs-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 804deb0bd34d69cad873170642b9d7e47fa0d6ad | 1389353380     
mae2-2.0.0-beta.c.jar                                                   |       | mae2                           | Modern AE2 Additions             | 2.0.0-beta.c                 | mixins.mae2.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 5033f5ce274b07096e45e781eef6cc5cf1d28868 | 4051865673     
mcjtylib-1.20-8.0.7.jar                                                 |       | mcjtylib                       | McJtyLib                         | 1.20-8.0.7                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 3e50e0dafdbb0b1197dc7a958b86ca033abaca7d | 2441497196     
megacells-forge-2.4.6-1.20.1.jar                                        |       | megacells                      | MEGA Cells                       | 2.4.6-1.20.1                 | megacells.forge.mixins.json, megacells.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                           | ed6fd5eb0c782529be03f199d66d9a7c9eb2a518 | 361562206      
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                 |       | melody                         | Melody                           | 1.0.2                        | melody.forge.mixins.json, melody.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 | e0942d396a70c09038e6c2e5e1da6505178249b8 | 841420877      
meproxy-1.0.1.jar                                                       |       | meproxy                        | MEProxy                          | 1.0.1                        | meproxy.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | c9f60bdaa35dc48563025aca95c211e2309ebde1 | 3964399200     
merequester-forge-1.20.1-1.1.5.jar                                      |       | merequester                    | ME Requester                     | 1.20.1-1.1.5                 | merequester.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 24e6611df470afd957eafd16c43890b7214e3da9 | 544928077      
modernfix-forge-5.27.25+mc1.20.1.jar                                    |       | modernfix                      | ModernFix                        | 5.27.25+mc1.20.1             | modernfix-modernfix.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 09c1a0e87501d46b0b999eb2527fd3406625553a | 3890710334     
modular-routers-12.1.1+mc1.20.1.jar                                     |       | modularrouters                 | Modular Routers                  | 12.1.1+mc1.20.1              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 037b801a55ca30952b98c427a77ac206cb1248c3 | 3942063405     
MysticalAdaptations-1.20.1-1.0.1.jar                                    |       | mysticaladaptations            | Mystical Adaptations             | 1.20.1-1.0.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1bc3c63ba8e1b3aea1fa0f3589dd215d246ac089 | 2930776260     
MysticalAgradditions-1.20.1-7.0.12.jar                                  |       | mysticalagradditions           | Mystical Agradditions            | 7.0.12                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b4fcc78796a6e1f637523298cf7b3fe7f1dd3ed9 | 3659467713     
MysticalAgriculture-1.20.1-7.0.24.jar                                   |       | mysticalagriculture            | Mystical Agriculture             | 7.0.24                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | e8839d207456a47ed6a576469901a087319b505f | 4049099353     
MysticalCustomization-1.20.1-5.0.3.jar                                  |       | mysticalcustomization          | Mystical Customization           | 5.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 8496291a5b7d0eecfb2b68f8c10c2bf7ae9c7bf7 | 533721496      
no-telemetry-1.10.0.jar                                                 |       | no_telemetry                   | No Telemetry                     | 1.10.0                       | no-telemetry-neoforge.mixins.json, no-telemetry-forge.mixins.json, no-telemetry.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  | 3d52342f5825d01dda6661ef7116cdbacbe49746 | 1708282148     
nonetherportal-1.20.1-1.0.jar                                           |       | nonetherportal                 | No Nether Portal!                | 1.20.1-1.0                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 772155ead7f8aab06a3404c31377f26e3867f1f3 | 3080040966     
novacore-1.20.1-1.0.0-build.3.jar                                       |       | novacore                       | NovaCore                         | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 7fa54a78798b43e128bbbc724f012fda6e99a513 | 3802267205     
observable-4.4.2.jar                                                    |       | observable                     | Observable                       | 4.4.2                        | observable.common.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | c8a0ae25512d0cedef478df411c87e43703ae237 | 225211616      
oculus-mc1.20.1-1.8.0.jar                                               |       | oculus                         | Oculus                           | 1.8.0                        | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json | 984f774e71790deaec674c7587bd24e0711871b2 | 516527841      
    /META-INF/jars/jcpp-1.4.14.jar                                      |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
packetfixer-3.3.2-1.18-1.20.4-merged.jar                                |       | packetfixer                    | PacketFixer                      | 3.3.2                        | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json                                                                                          | 79ebc5e66a5ee3ce92afb340e693d506e97361a0 | 1678799689     
Patchouli-1.20.1-85-FORGE.jar                                           |       | patchouli                      | Patchouli                        | 1.20.1-85-FORGE              | patchouli_xplat.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | d4614507d6e4c7cb464bba5eca891978272062ef | 1383309397     
pattern_better-1.3.1-1.20.1.jar                                         |       | pattern_better                 | pattern_better                   | 1.3.1                        | pattern_better.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 4d2e9387d43e6e72f102f86e93ef12038a972ff2 | 2518999987     
pipez-forge-1.20.1-1.2.26.jar                                           |       | pipez                          | Pipez                            | 1.20.1-1.2.26                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1c32e2fff406f1e8ee6b0689eca257f6bc28e4c7 | 2816103325     
placeablemaxwell-2.1.2+1.20.1-forge.jar                                 |       | placeablemaxwell               | Maxwell the placeable cat        | 2.1.2                        | placeablemaxwell.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 5b401aae107ae084443fd8b634e283c841aeccd1 | 3258680040     
    /META-INF/jarjar/mixinconstraints-1.1.0.jar                         |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
Placebo-1.20.1-8.6.3.jar                                                |       | placebo                        | Placebo                          | 8.6.3                        | placebo.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | e85f53de2e582a79ce25ff1df1e7b5b5fc08440f | 3174429337     
polylib-forge-2000.0.3-build.143.jar                                    |       | polylib                        | PolyLib                          | 2000.0.3-build.143           | polylib.mixins.json, polylib-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                               | bf49919adc9e9109196762ff20030f823790e2db | 3158966907     
polymorph-forge-0.49.10+1.20.1.jar                                      |       | polymorph                      | Polymorph                        | 0.49.10+1.20.1               | polymorph.mixins.json, polymorph-integrations.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | e4afd6f512cc06311320357ed974cee586e031c3 | 3179981898     
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                |       | spectrelib                     | SpectreLib                       | 0.13.17+1.20.1               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
powerless_refinedstorage-1.0.0.jar                                      |       | powerless_refinedstorage       | Powerless Refined Storage Addon  | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cb86f8fc76e8b9e1caef456ba126f0234f85fd53 | 1891313907     
Programmed Circuit Card-1.20.1-1.2.9.jar                                |       | pccard                         | Programmed Circuit Card          | 1.2.9                        | pccard.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 7fb589f9b13872a34140f00d2a5d219876da42dd | 3558338192     
ProjectRed-1.20.1-4.21.0-core.jar                                       |       | projectred_core                | ProjectRed Core                  | 4.21.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 3c7a62527958c199fb30a08b37f1a634dfb6a715 | 2567893141     
ProjectRed-1.20.1-4.21.0-illumination.jar                               |       | projectred_illumination        | ProjectRed Illumination          | 4.21.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a1818c65f001d2dd7bfb16fab3c8c94c9abb0fbb | 2174569748     
ProjectRed-1.20.1-4.21.0-integration.jar                                |       | projectred_integration         | ProjectRed Integration           | 4.21.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1b36e0dd14c852c76e8b719ecdf269f65dd5fc5d | 91155446       
ProjectRed-1.20.1-4.21.0-transmission.jar                               |       | projectred_transmission        | ProjectRed Transmission          | 4.21.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | df540136f2ddb27c046ff71a1058716152f3065f | 28871828       
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                     |       | puzzleslib                     | Puzzles Lib                      | 8.1.33                       | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  | 285b7c7616971338ccbe0022c9ea0f8ad3036aaf | 3151848185     
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                  |       | puzzlesaccessapi               | Puzzles Access Api               | 20.1.1                       | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
rechiseled-1.2.4-forge-mc1.20.1.jar                                     |       | rechiseled                     | Rechiseled                       | 1.2.4                        | rechiseled.mixins.refmap.json, rechiseled.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        | 75e7e428ba93fb0fe72ebe15ec5f14b7d95e1663 | 2827103414     
rechiseledcreate-1.1.0-forge-mc1.20.jar                                 |       | rechiseledcreate               | Rechiseled: Create               | 1.1.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b644246fe5b1e44df90c1c71687404259855e8d6 | 2215011068     
RecipesLibrary-1.20.1-2.0.1.jar                                         |       | recipes_lib                    | Recipes Library                  | 2.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | e03b505cc5be2711e0f5c6c0c591b0019a95d226 | 3820522596     
    /META-INF/jarjar/MinecraftForgeAPI-1.20.1-1.0.0.jar                 |       |                                |                                  |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
redimstages-1.0.0.jar                                                   |       | redimstages                    | Re-Dimension Stages              | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1ca306b124dbccd5e68bc81471ecc6da21c05124 | 1750804246     
resourcefullib-forge-1.20.1-2.1.29.jar                                  |       | resourcefullib                 | Resourceful Lib                  | 2.1.29                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 6fc590a7c56a720fec57e290cbb0a106efbb3ffa | 4227743239     
    /META-INF/jars/yabn-1.0.3.jar                                       |       | com_teamresourceful_yabn       | yabn                             | 1.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/bytecodecs-1.0.2.jar                                 |       | com_teamresourceful_bytecodecs | bytecodecs                       | 1.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
rftoolsbase-1.20-5.0.6.jar                                              |       | rftoolsbase                    | RFToolsBase                      | 1.20-5.0.6                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 255c0ab024a5e94deffece648b8aa1237f88c05b | 44285320       
rftoolspower-1.20-6.0.2.jar                                             |       | rftoolspower                   | RFToolsPower                     | 1.20-6.0.2                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 928e3528e941383c29574a17f8acef7a8110fe0c | 3686373352     
rftoolsstorage-1.20-5.0.3.jar                                           |       | rftoolsstorage                 | RFToolsStorage                   | 1.20-5.0.3                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d0d93b857720a4f5165ae0c6c9c37b6cbad4a631 | 1082529755     
rftoolsutility-1.20-6.0.6.jar                                           |       | rftoolsutility                 | RFToolsUtility                   | 1.20-6.0.6                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b5691e6cfec16a6ef8a7cfd195636f99419e1b61 | 1963288469     
rhino-forge-2001.2.3-build.10.jar                                       |       | rhino                          | Rhino                            | 2001.2.3-build.10            | rhino-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | c83c9b719a6bab33fbd2b3f2f680eb3adbfc1aa1 | 1432081092     
Searchables-forge-1.20.1-1.0.3.jar                                      |       | searchables                    | Searchables                      | 1.0.3                        | searchables.forge.mixins.json, searchables.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       | ed5a23ec30c90fd06b3f1d8140614028e1fafaee | 3171281796     
